Epoch, Train_Loss, Val_Loss, BLEU, LR
1,5.553745415215918,5.2562327201549826,2.9467811418204213,0.0009979871469976197
2,5.0448692660446,5.102467628625723,2.7668771135236816,0.0009919647942993148
3,4.828912577078493,5.0239859360914965,3.060109016298062,0.0009819814303479266
4,4.655338385006441,5.022416756703303,2.3379303481337064,0.0009681174353198686
5,4.507467837115518,5.0380132014934835,3.9801705153866522,0.0009504844339512095
6,4.376561011104542,5.0967275362748365,3.4726992608005554,0.000929224396800933
7,4.25677920063077,5.166089369700505,3.6603310114254994,0.0009045084971874737
8,4.1465095107591745,5.241707526720488,3.2523027769839765,0.0008765357330018055
9,4.043203472831411,5.319307272250835,3.797048397848136,0.0008455313244934324
10,3.9427915180430695,5.373814124327439,3.392685174855139,0.0008117449009293668
11,3.8457675743726343,5.408626372997578,3.1928038917620074,0.0007754484907260512
12,3.7552427585867756,5.535855953509991,3.390974526480001,0.0007369343312364993
13,3.667655055559279,5.56020947603079,3.156950251008124,0.0006965125158269618
14,3.589171959683786,5.681171453916109,3.008754317488275,0.0006545084971874737
15,3.514995690264733,5.733445956156804,3.308236787010894,0.0006112604669781572
16,3.4476503557109623,5.763364773530227,3.0620385295375523,0.0005671166329088278
17,3.3841343668810944,5.832061272401076,3.1400222938091202,0.0005224324151752575
18,3.323713027314163,5.849374459340022,3.1141051758591516,0.0004775675848247426
19,3.265797788021611,5.874135622611413,3.0529677905206944,0.0004328833670911723
20,3.2102522096862462,5.919634268834041,3.2436337173549328,0.00038873953302184284
21,3.1614092783211105,5.983076865856464,3.070278919485913,0.00034549150281252633
22,3.112427189978639,6.020884568874653,3.284237786217195,0.0003034874841730383
23,3.068421558097557,6.068060581500713,3.6091963687718738,0.0002630656687635007
24,3.02726395821,6.089574300325834,3.115664657142188,0.0002245515092739488
25,2.990007167807851,6.115474169070904,2.4990606354683944,0.00018825509907063325
26,2.95506257273273,6.161903876524705,2.6599463695739844,0.00015446867550656767
27,2.9235364964844615,6.192915146167461,2.805672467795923,0.00012346426699819457
28,2.897873253604166,6.209996902025663,2.662238392783156,9.549150281252633e-05
29,2.873881007591364,6.241297336725088,3.2199375293713666,7.077560319906695e-05
30,2.8531004951410566,6.254072134311382,3.266279475292573,4.9515566048790485e-05
31,2.836836321940869,6.260218125123244,3.0841285942721193,3.18825646801314e-05
32,2.8234306503744686,6.258290657630334,2.923407066736676,1.801856965207338e-05
33,2.8134059750176723,6.276478565656221,2.683700561992381,8.035205700685167e-06
34,2.8062081425278276,6.282155623802772,2.683700561992381,2.012853002380466e-06
35,2.80394739315141,6.281670772112333,2.683700561992381,0.001
36,3.3158702767232926,6.015445452470046,0.4600258113332059,0.0009979871469976197
37,3.3915382465246195,5.965953551805937,2.6893457530660494,0.0009919647942993148
38,3.3868172516750095,5.937386090938862,0.6679645047517134,0.0009819814303479266
39,3.3744352637812463,5.885748899899996,0.4338239678862247,0.0009681174353198686
40,3.350544885352806,5.992908972960252,3.0583017001515382,0.0009504844339512095
41,3.323613160056486,5.904043601109431,3.199911830498838,0.000929224396800933
42,3.293800797078085,5.940720301408034,4.4146672782245036,0.0009045084971874737
43,3.2624863908181783,5.992919096579919,3.1306439868509184,0.0008765357330018055
44,3.228741722688696,5.969944733839768,3.5556746335428215,0.0008455313244934324
45,3.1949990985180556,6.021966053889348,2.948657837404948,0.0008117449009293668
46,3.1568306328684157,6.0521461963653564,2.9147237546472713,0.0007754484907260512
47,3.1319866923205475,6.019494295120239,2.948657837404948,0.0007369343312364993
48,3.0795966706244773,6.091761405651386,3.121742713970338,0.0006965125158269618
49,3.0419598747702206,6.131205888894888,2.948246439733145,0.0006545084971874737
50,2.9997057078450853,6.139912623625535,2.124069672709854,0.0006112604669781572
51,2.959044846574206,6.195745211381179,2.9309094347175355,0.0005671166329088278
52,2.920209848283423,6.182836257494413,3.777687926552662,0.0005224324151752575
53,2.8800933064978107,6.257368894723745,2.993184694336978,0.0004775675848247426
54,2.8402696434968435,6.280121931662927,2.9241293020662726,0.0004328833670911723
55,2.80299523089706,6.290603802754329,3.2168812919929275,0.00038873953302184284
